810 1
0.0161133 0.0161133 | -3.17137 
0.000488281 0.0317383 | -2.52504 
0.0317383 0.0317383 | -2.37889 
0.0629883 0.000488281 | -1.02384 
0.0942383 0.0317383 | -0.691708 
0.0629883 0.0629883 | -1.50625 
0.0961914 0.101074 | -3.30972 
0.0600586 0.112793 | -2.49513 
0.0170898 0.090332 | -2.23916 
0.000488281 0.125488 | -6.02915 
0.0297852 0.125488 | -4.51022 
0.0327148 0.152832 | -5.62781 
0.034668 0.184082 | -5.73395 
0.00146484 0.182129 | -6.73948 
0.00732422 0.213379 | -4.92531 
0.0258789 0.224121 | -4.37121 
0.0610352 0.188965 | -4.11107 
0.097168 0.220215 | -2.49924 
0.122559 0.186035 | -5.22481 
0.0932617 0.154785 | -3.78027 
0.0961914 0.126465 | -3.9183 
0.125488 0.125488 | -5.47961 
0.153809 0.125488 | -6.1271 
0.163574 0.152832 | -7.53294 
0.160645 0.181152 | -7.73051 
0.129395 0.185059 | -5.79607 
0.125488 0.203613 | -4.61608 
0.145996 0.226074 | -4.79099 
0.175293 0.227051 | -6.76934 
0.179199 0.191895 | -8.03682 
0.206543 0.216309 | -7.86086 
0.216309 0.23877 | -7.48058 
0.244629 0.246582 | -6.56729 
0.223145 0.197754 | -7.11069 
0.227051 0.157715 | -5.00044 
0.190918 0.16748 | -7.64 
0.187988 0.133301 | -5.9785 
0.245605 0.143066 | -2.48736 
0.219238 0.0776367 | -0.567966 
0.199707 0.122559 | -4.59378 
0.14502 0.0942383 | -3.52896 
0.177246 0.0756836 | -1.06422 
0.149902 0.043457 | -1.9595 
0.174316 0.00244141 | -4.79112 
0.20459 0.0336914 | -2.20646 
0.250488 0.000488281 | -0.303039 
0.305176 0.0336914 | -3.34674 
0.274902 0.0854492 | -1.9019 
0.304199 0.10498 | -3.91156 
0.305176 0.0678711 | -3.94804 
0.316895 0.097168 | -4.94643 
0.352051 0.0991211 | -7.19061 
0.359863 0.0805664 | -7.22398 
0.369629 0.0522461 | -6.42125 
0.32373 0.0561523 | -4.88691 
0.315918 0.0258789 | -3.59718 
0.354004 0.0288086 | -4.90389 
0.397949 0.00927734 | -5.20823 
0.39209 0.0483398 | -6.33639 
0.418457 0.0522461 | -5.93 
0.406738 0.0219727 | -5.64766 
0.444824 0.0297852 | -5.48871 
0.493652 0.00244141 | -4.29351 
0.464355 0.0454102 | -4.47721 
0.47998 0.0668945 | -3.35506 
0.463379 0.115723 | -3.37108 
0.42334 0.119629 | -7.19604 
0.424316 0.0854492 | -6.33761 
0.39209 0.090332 | -7.78723 
0.382324 0.0961914 | -7.97768 
0.379395 0.118652 | -8.16872 
0.379395 0.145996 | -7.88092 
0.401855 0.164551 | -7.74156 
0.435059 0.178223 | -6.25099 
0.406738 0.127441 | -8.05005 
0.466309 0.153809 | -3.35326 
0.493652 0.178223 | -0.49688 
0.455566 0.217285 | -3.76629 
0.490723 0.234863 | -0.903701 
0.421387 0.234863 | -5.94353 
0.42627 0.199707 | -6.27826 
0.39209 0.193848 | -6.99227 
0.405762 0.22998 | -6.5208 
0.368652 0.226074 | -5.89402 
0.32666 0.214355 | -2.57304 
0.362793 0.174316 | -6.43379 
0.366699 0.14502 | -7.43503 
0.331543 0.148926 | -5.0684 
0.297363 0.179199 | -0.754607 
0.278809 0.143066 | -0.621581 
0.251465 0.195801 | -4.89567 
0.285645 0.227051 | -2.54582 
0.250488 0.250488 | -6.21049 
0.273926 0.256348 | -4.29105 
0.283691 0.275879 | -3.40476 
0.265137 0.308105 | -5.04181 
0.256348 0.33252 | -5.47411 
0.270996 0.354004 | -6.40661 
0.300293 0.356934 | -6.123 
0.299316 0.32666 | -4.25446 
0.339355 0.35791 | -3.64469 
0.366699 0.313965 | -5.004 
0.32666 0.288574 | -2.04877 
0.374512 0.276855 | -6.26607 
0.405762 0.273926 | -6.55895 
0.39502 0.305176 | -6.29328 
0.425293 0.309082 | -5.37774 
0.413574 0.263184 | -6.26709 
0.487793 0.272949 | -1.10801 
0.452637 0.29248 | -3.01564 
0.490723 0.328613 | -1.29155 
0.45166 0.35498 | -4.21252 
0.41748 0.358887 | -4.73727 
0.418457 0.322754 | -5.50395 
0.385254 0.321777 | -5.50982 
0.397949 0.361816 | -3.86152 
0.397949 0.422363 | -2.16783 
0.418457 0.391113 | -4.1116 
0.48877 0.38623 | -1.49832 
0.453613 0.415527 | -3.85349 
0.498535 0.45166 | -3.83369 
0.45752 0.471191 | -1.85216 
0.42627 0.438965 | -3.14895 
0.405762 0.479004 | -1.87549 
0.317871 0.487793 | -5.40593 
0.318848 0.455566 | -6.2871 
0.35791 0.460449 | -3.97908 
0.359863 0.375488 | -2.07968 
0.338379 0.41748 | -5.10134 
0.287598 0.429199 | -7.70052 
0.306152 0.377441 | -6.8404 
0.277832 0.381348 | -7.49883 
0.268066 0.411621 | -7.44529 
0.252441 0.45166 | -5.48177 
0.291504 0.443848 | -7.29332 
0.293457 0.478027 | -5.98845 
0.270996 0.484863 | -5.3226 
0.234863 0.45752 | -3.85241 
0.202637 0.474121 | -1.34302 
0.146973 0.497559 | -4.94188 
0.14502 0.465332 | -5.96333 
0.161621 0.445801 | -4.81414 
0.186035 0.428223 | -2.42075 
0.144043 0.437012 | -6.08789 
0.143066 0.402832 | -5.53881 
0.158691 0.394043 | -4.30163 
0.192871 0.429199 | -1.86984 
0.220215 0.405762 | -3.10045 
0.194824 0.370605 | -0.378042 
0.22998 0.342285 | -4.24381 
0.223145 0.299316 | -5.2299 
0.23584 0.255371 | -6.84037 
0.205566 0.254395 | -6.82172 
0.208496 0.29541 | -4.7727 
0.165527 0.297363 | -1.67186 
0.172363 0.257324 | -4.7321 
0.144043 0.293457 | -0.885071 
0.17627 0.334473 | -1.01482 
0.133301 0.35498 | -4.23257 
0.0737305 0.355957 | -1.91812 
0.111816 0.337402 | -3.48706 
0.102051 0.252441 | -1.53157 
0.0913086 0.308105 | -1.89418 
0.0375977 0.258301 | -2.91434 
0.019043 0.310059 | -4.16549 
0.0463867 0.341309 | -1.40187 
0.00146484 0.364746 | -4.47172 
0.0268555 0.41748 | -1.49819 
0.0483398 0.390137 | -1.32251 
0.0991211 0.39209 | -5.28653 
0.100098 0.425293 | -6.62156 
0.0727539 0.433105 | -5.79288 
0.0805664 0.440918 | -6.52955 
0.0952148 0.45752 | -7.4407 
0.0961914 0.489746 | -7.73235 
0.0708008 0.496582 | -7.75396 
0.0610352 0.483887 | -7.24859 
0.0463867 0.466309 | -5.91004 
0.00634766 0.466309 | -3.39578 
0.000488281 0.500488 | -4.31114 
0.0356445 0.506348 | -6.7559 
0.0317383 0.536621 | -7.21154 
0.0200195 0.560059 | -6.93605 
0.00537109 0.574707 | -6.03062 
0.0131836 0.601074 | -6.64372 
0.0444336 0.601074 | -7.62406 
0.0561523 0.57959 | -7.81119 
0.0668945 0.57666 | -7.50685 
0.0688477 0.595215 | -7.04947 
0.100098 0.595215 | -4.44739 
0.124512 0.581543 | -2.13605 
0.112793 0.557129 | -4.68058 
0.0825195 0.55127 | -7.20279 
0.0854492 0.520996 | -7.65884 
0.10791 0.509277 | -7.06815 
0.137207 0.509277 | -5.19456 
0.17041 0.54541 | -0.874425 
0.191895 0.51123 | -0.984741 
0.234863 0.533691 | -3.80528 
0.190918 0.581543 | -4.50947 
0.237793 0.568848 | -4.90195 
0.23877 0.601074 | -5.73816 
0.216309 0.602051 | -6.28276 
0.163574 0.624512 | -4.93839 
0.153809 0.562988 | -0.405386 
0.148926 0.629395 | -3.87885 
0.13916 0.685059 | -4.23747 
0.16748 0.679199 | -5.82628 
0.166504 0.643066 | -5.75504 
0.199707 0.650879 | -7.34709 
0.245605 0.637207 | -5.95649 
0.243652 0.669434 | -6.38544 
0.203613 0.665527 | -7.29728 
0.19873 0.710449 | -5.81783 
0.23877 0.700684 | -6.54389 
0.240723 0.73291 | -6.33503 
0.20459 0.725098 | -5.36115 
0.16748 0.741699 | -3.51184 
0.137207 0.699707 | -4.0136 
0.10791 0.728027 | -2.71278 
0.0629883 0.697754 | -1.75877 
0.0991211 0.663574 | -3.15682 
0.0942383 0.630371 | -4.13629 
0.0629883 0.625488 | -6.37019 
0.0932617 0.686035 | -2.66485 
0.0366211 0.656738 | -4.93564 
0.034668 0.625488 | -6.78651 
0.00732422 0.625488 | -5.78865 
0.0268555 0.709473 | -0.299761 
0.0463867 0.746582 | -2.46782 
0.0180664 0.777832 | -4.41468 
0.0581055 0.79834 | -3.49207 
0.090332 0.768066 | -2.74591 
0.111816 0.811035 | -3.46231 
0.090332 0.831543 | -4.04245 
0.106934 0.840332 | -4.76991 
0.11084 0.873535 | -6.84998 
0.0688477 0.85791 | -4.45573 
0.0493164 0.847168 | -3.20422 
0.00341797 0.833496 | -4.39573 
0.0239258 0.888184 | -2.5454 
0.0395508 0.927246 | -5.60135 
0.00927734 0.932129 | -3.30228 
0.000488281 0.955566 | -3.73734 
0.0229492 0.972168 | -5.22987 
0.0522461 0.972168 | -5.87443 
0.0581055 0.950684 | -6.77157 
0.0717773 0.959473 | -6.82366 
0.0825195 0.980957 | -5.35439 
0.119629 0.979004 | -5.19535 
0.108887 0.938965 | -8.14857 
0.097168 0.910645 | -8.19496 
0.0668945 0.91748 | -7.13551 
0.0668945 0.887207 | -5.90988 
0.114746 0.894043 | -7.91987 
0.135254 0.893066 | -7.64828 
0.186035 0.885254 | -4.49401 
0.184082 0.909668 | -5.59353 
0.149902 0.916504 | -7.69795 
0.135254 0.941895 | -7.69184 
0.133301 0.97998 | -4.83924 
0.17041 0.971191 | -4.49052 
0.193848 0.940918 | -4.93446 
0.220215 0.974121 | -2.74208 
0.243652 0.934082 | -1.73986 
0.214355 0.891113 | -2.29409 
0.240723 0.859863 | -2.0887 
0.205566 0.830566 | -0.733747 
0.174316 0.86377 | -4.12512 
0.147949 0.830566 | -3.57891 
0.172363 0.799316 | -1.47413 
0.144043 0.769043 | -2.65489 
0.197754 0.760254 | -3.5592 
0.226074 0.788574 | -4.37587 
0.249512 0.787598 | -5.97573 
0.244629 0.763184 | -6.16383 
0.256348 0.771973 | -6.56653 
0.266113 0.791504 | -6.6922 
0.30127 0.793457 | -7.15979 
0.30127 0.757324 | -6.42659 
0.340332 0.765137 | -4.50345 
0.362793 0.777832 | -3.93821 
0.36084 0.806152 | -5.61656 
0.315918 0.788574 | -6.72866 
0.341309 0.840332 | -7.41313 
0.368652 0.838379 | -6.76258 
0.372559 0.866699 | -7.06165 
0.327637 0.848145 | -7.499 
0.290527 0.852051 | -6.3052 
0.296387 0.825684 | -7.13894 
0.266113 0.827637 | -5.75259 
0.269043 0.865723 | -4.25535 
0.266113 0.893066 | -2.53283 
0.299316 0.884277 | -5.47119 
0.268066 0.915527 | -1.67981 
0.263184 0.995605 | -4.10861 
0.282715 0.959473 | -2.6286 
0.318848 0.993652 | -4.42373 
0.345215 0.964355 | -2.39709 
0.321777 0.937012 | -3.38787 
0.331543 0.902832 | -5.87757 
0.35498 0.879395 | -7.15197 
0.377441 0.879395 | -6.7816 
0.400879 0.878418 | -6.10318 
0.412598 0.894043 | -5.34803 
0.414551 0.922363 | -3.95597 
0.38623 0.960449 | -1.825 
0.42334 0.970215 | -1.19994 
0.437988 0.958496 | -1.98952 
0.48877 0.971191 | -2.40934 
0.479004 0.929199 | -5.10934 
0.453613 0.910645 | -4.88652 
0.45459 0.875488 | -5.73372 
0.499512 0.89209 | -7.34232 
