1129 4
0.250977 -0.999023 | 0.063844 
0.250977 -0.749023 | 0.0534738 
0.000976563 -0.499023 | 0.0547238 
0.374023 -0.231445 | 0.0313323 
0.444336 -0.305664 | 0.0309938 
0.500977 -0.499023 | 0.0352336 
0.620117 -0.188477 | 0.021739 
0.641602 -0.0107422 | 0.016445 
0.817383 -0.243164 | 0.0174435 
0.911133 -0.0712891 | 0.0102735 
0.948242 -0.266602 | 0.0146782 
0.866211 -0.383789 | 0.0203738 
0.979492 -0.47168 | 0.0203415 
0.821289 -0.561523 | 0.0275381 
0.682617 -0.68457 | 0.0360406 
0.739258 -0.930664 | 0.044235 
1.00098 -0.999023 | 0.0402336 
1.04785 -0.538086 | 0.0209839 
1.16113 -0.733398 | 0.0256727 
1.35645 -0.618164 | 0.0176731 
1.45996 -0.754883 | 0.0211922 
1.2959 -0.926758 | 0.030905 
1.72559 -0.883789 | 0.0231725 
1.91504 -0.952148 | 0.0246295 
1.86426 -0.813477 | 0.0191681 
1.91504 -0.741211 | 0.015995 
1.89551 -0.524414 | 0.00816319 
1.65527 -0.602539 | 0.0129587 
1.58301 -0.704102 | 0.0175628 
1.6123 -0.483398 | 0.00929216 
1.55371 -0.321289 | 0.0048201 
1.59473 -0.358398 | 0.00544962 
1.70215 -0.350586 | 0.00402173 
1.69434 -0.438477 | 0.00690302 
1.86035 -0.456055 | 0.00607878 
1.96582 -0.40332 | 0.00375476 
1.99512 -0.276367 | -0.00028363 9.80889 
1.80371 -0.370117 | 0.00372313 
1.84082 -0.174805 | -0.00230902 9.74765 
1.95605 -0.211914 | -0.00196989 9.87432 
1.73535 -0.200195 | -0.000735549 9.41342 
1.38379 -0.0283203 | -0.000750289 7.36108 
1.29004 -0.0556641 | 0.00154721 
1.37012 -0.0673828 | 0.000449647 
1.27832 -0.15332 | 0.00430969 
1.34082 -0.19043 | 0.00421484 
1.47754 -0.206055 | 0.0024894 
1.43262 -0.352539 | 0.00749254 
1.28613 -0.495117 | 0.0145858 
1.18262 -0.299805 | 0.0103448 
1.08887 -0.47168 | 0.0177913 
1.02246 -0.18457 | 0.0105363 
1.17285 -0.243164 | 0.00887756 
1.1709 -0.0673828 | 0.00415309 
1.08496 -0.0146484 | 0.00468683 
1.00098 0.000976563 | 0.00625314 
1.1377 0.0126953 | 0.00288184 
1.19629 0.0498047 | 0.000803849 
1.15332 0.100586 | 0.000542496 
1.21387 0.174805 | -0.00226517 5.63191 
1.13184 0.223633 | -0.00155733 4.64088 
1.05176 0.243164 | -0.000160049 3.60799 
1.02832 0.331055 | -0.00122101 3.16933 
1.08301 0.407227 | -0.00373839 3.74601 
1.2002 0.307617 | -0.00454044 5.32115 
1.36621 0.438477 | -0.00974878 6.72984 
1.41113 0.254883 | -0.00734442 7.4295 
1.27637 0.139648 | -0.00272557 6.31483 
1.4873 0.102539 | -0.00537645 8.14832 
1.62598 0.0595703 | -0.00619917 9.01965 
1.79395 0.18457 | -0.0105402 9.61998 
1.81934 0.420898 | -0.014981 9.33045 
1.61426 0.401367 | -0.0126909 8.56395 
1.66309 0.575195 | -0.0157134 8.3846 
1.78809 0.657227 | -0.0178572 8.60827 
1.98535 0.831055 | -0.0206781 8.27188 
1.77051 0.893555 | -0.0197163 7.63816 
1.64551 0.758789 | -0.0174787 7.68793 
1.6123 0.981445 | -0.0185685 6.54811 
1.27832 0.926758 | -0.0132585 4.23598 
1.41309 0.825195 | -0.0149029 5.90549 
1.46191 0.52832 | -0.0125408 7.29152 
1.33496 0.643555 | -0.0119208 5.89323 
1.2373 0.545898 | -0.00895369 5.21538 
