1164 1
0.0161133 0.000488281 | -3.28428 
0.0161133 0.0161133 | -3.17137 
0.000488281 0.0317383 | -2.52504 
0.0317383 0.0317383 | -2.37889 
0.0629883 0.000488281 | -1.02384 
0.0942383 0.0317383 | -0.691708 
0.0629883 0.0629883 | -1.50625 
0.101074 0.0649414 | -1.52785 
0.100098 0.0991211 | -3.36511 
0.0883789 0.123535 | -3.44334 
0.059082 0.11377 | -2.53415 
0.0522461 0.0932617 | -1.77795 
0.019043 0.0922852 | -2.34369 
0.00146484 0.101074 | -4.00482 
0.000488281 0.125488 | -6.02915 
0.0297852 0.125488 | -4.51022 
0.0327148 0.153809 | -5.65593 
0.034668 0.185059 | -5.71958 
0.00146484 0.182129 | -6.73948 
0.00634766 0.214355 | -4.84041 
0.0268555 0.224121 | -4.37201 
0.0610352 0.224121 | -3.70544 
0.0610352 0.187988 | -4.11078 
0.0639648 0.218262 | -3.69773 
0.0961914 0.221191 | -2.47979 
0.118652 0.218262 | -3.27479 
0.122559 0.185059 | -5.2629 
0.0922852 0.186035 | -3.27788 
0.0932617 0.153809 | -3.78777 
0.097168 0.126465 | -3.97646 
0.125488 0.125488 | -5.47961 
0.152832 0.126465 | -6.18793 
0.17334 0.13623 | -6.65177 
0.160645 0.150879 | -7.44739 
0.179199 0.166504 | -7.86537 
0.158691 0.182129 | -7.6441 
0.14209 0.162598 | -7.08062 
0.133301 0.185059 | -6.08938 
0.129395 0.206543 | -4.75247 
0.145996 0.224121 | -4.92454 
0.177246 0.228027 | -6.82548 
0.157715 0.215332 | -6.33174 
0.172363 0.195801 | -7.83063 
0.209473 0.194824 | -7.67829 
0.197754 0.217285 | -7.84985 
0.189941 0.233887 | -7.14524 
0.212402 0.237793 | -7.50464 
0.225098 0.230957 | -7.43236 
0.247559 0.243652 | -6.40074 
0.224121 0.194824 | -6.96608 
0.226074 0.162598 | -5.36167 
0.192871 0.165527 | -7.5068 
0.213379 0.14502 | -5.28683 
0.193848 0.131348 | -5.56466 
0.244629 0.14502 | -2.68998 
0.222168 0.0786133 | -0.540716 
0.192871 0.0854492 | -1.7098 
0.199707 0.124512 | -4.74355 
0.157715 0.112793 | -5.13864 
0.143066 0.0952148 | -3.6363 
0.147949 0.0678711 | -0.736519 
0.174316 0.0766602 | -1.20627 
0.153809 0.0444336 | -1.92631 
0.155762 0.0102539 | -4.71057 
0.172363 0.00244141 | -4.85015 
0.193848 0.0180664 | -3.38901 
0.20459 0.0375977 | -2.01382 
0.250488 0.000488281 | -0.303039 
0.294434 0.0336914 | -2.8076 
0.273926 0.0336914 | -1.67436 
0.268066 0.0717773 | -1.52508 
0.268066 0.123535 | -0.546865 
0.311035 0.120605 | -4.19939 
0.293457 0.0698242 | -3.16215 
0.322754 0.0932617 | -5.37572 
0.330566 0.108887 | -5.87396 
0.351074 0.123535 | -7.02948 
0.365723 0.104004 | -7.77726 
0.348145 0.0844727 | -6.83683 
0.372559 0.074707 | -7.34006 
0.362793 0.0385742 | -5.63438 
0.349121 0.0551758 | -6.0319 
0.343262 0.0327148 | -4.81259 
0.348145 0.000488281 | -3.11788 
0.379395 0.00927734 | -4.5571 
0.38916 0.0424805 | -6.11863 
0.419434 0.0415039 | -5.79846 
0.42627 0.019043 | -5.82838 
0.452637 0.012207 | -5.80972 
0.483887 0.0112305 | -4.77708 
0.483887 0.0375977 | -4.26227 
0.462402 0.0532227 | -4.24996 
0.437988 0.074707 | -5.20924 
0.48584 0.065918 | -3.41243 
0.491699 0.097168 | -2.67823 
0.468262 0.0942383 | -2.91831 
0.410645 0.119629 | -7.85317 
0.429199 0.10498 | -6.48905 
0.431152 0.0688477 | -5.57319 
0.396973 0.0668945 | -6.9444 
0.385254 0.0883789 | -7.79832 
0.398926 0.102051 | -7.93382 
0.384277 0.116699 | -8.22836 
0.399902 0.130371 | -8.20268 
0.385254 0.14502 | -8.03209 
0.379395 0.183105 | -6.94452 
0.398926 0.171387 | -7.58878 
0.408691 0.175293 | -7.41419 
0.432129 0.178223 | -6.43766 
0.42627 0.143066 | -7.19085 
0.452637 0.128418 | -4.74196 
0.475098 0.13916 | -2.18689 
0.469238 0.166504 | -3.00949 
0.461426 0.182129 | -3.84507 
0.439941 0.190918 | -5.65853 
0.467285 0.192871 | -3.06102 
0.469238 0.240723 | -1.78765 
0.45166 0.246582 | -3.45184 
0.42334 0.233887 | -5.84996 
0.413574 0.210449 | -6.53616 
0.376465 0.20166 | -6.44362 
0.396973 0.245605 | -6.65153 
0.346191 0.223145 | -4.3248 
0.317871 0.229004 | -1.33902 
0.312988 0.202637 | -1.45098 
0.359863 0.209473 | -5.48726 
0.355957 0.177246 | -5.94021 
0.36377 0.128418 | -7.61011 
0.352051 0.14502 | -6.64219 
0.340332 0.126465 | -6.30509 
0.334473 0.159668 | -4.94172 
0.284668 0.180176 | -0.730509 
0.276855 0.130371 | -0.996907 
0.280762 0.161621 | -0.168587 
0.256348 0.20752 | -4.94918 
0.29248 0.194824 | -0.649589 
0.291504 0.23291 | -2.00238 
0.26709 0.243652 | -4.85606 
0.250488 0.250488 | -6.21049 
0.275879 0.256348 | -4.09322 
0.284668 0.274902 | -3.29459 
0.282715 0.304199 | -4.04187 
0.263184 0.310059 | -5.12333 
0.255371 0.328613 | -5.39715 
0.27002 0.350098 | -6.23454 
0.304199 0.352051 | -5.65912 
0.308105 0.322754 | -3.54801 
0.316895 0.335449 | -3.96108 
0.334473 0.351074 | -3.77751 
0.366699 0.35498 | -2.85748 
0.366699 0.322754 | -4.63637 
0.358887 0.29834 | -4.9474 
0.330566 0.29248 | -2.4494 
0.331543 0.258301 | -2.61126 
0.373535 0.260254 | -6.2478 
0.38916 0.279785 | -6.67928 
0.403809 0.297363 | -6.39843 
0.433105 0.299316 | -4.88506 
0.415527 0.254395 | -6.17184 
0.466309 0.280762 | -1.39848 
0.494629 0.278809 | -1.89036 
0.491699 0.312012 | -1.52063 
0.440918 0.287598 | -4.19418 
0.467285 0.342285 | -2.89192 
0.494629 0.340332 | -1.03784 
0.48877 0.372559 | -1.26097 
0.437988 0.349121 | -4.71514 
0.411621 0.344238 | -5.04155 
0.406738 0.313965 | -5.98369 
0.378418 0.314941 | -5.55924 
0.404785 0.374512 | -3.71667 
0.402832 0.402832 | -2.75491 
0.401855 0.436035 | -2.37845 
0.431152 0.437012 | -3.30221 
0.411621 0.379395 | -3.9902 
0.458496 0.400879 | -3.93595 
0.494629 0.395996 | -1.59262 
0.493652 0.42627 | -2.78639 
0.44873 0.406738 | -4.21697 
