453 4
0.00012207 -0.499878 | 0.0547905 
0.500122 -0.499878 | 0.0352917 
1.00012 -0.999878 | 0.0402917 
1.81897 -0.842163 | 0.0206561 
1.61389 -0.561401 | 0.0119606 
1.97571 -0.38562 | 0.00314498 
1.84827 -0.239136 | -0.000551719 9.69715 
1.71057 -0.0123291 | -0.00540718 9.41789 
1.57117 -0.0469971 | -0.00299567 8.71741 
1.32654 -0.229126 | 0.00555337 
1.20837 -0.494995 | 0.0160633 
1.00012 0.00012207 | 0.00629414 
1.13245 0.122925 | 0.000497619 
1.03503 0.198608 | 0.00109931 
1.03333 0.372192 | -0.00203604 3.16438 
1.0968 0.445435 | -0.00463585 3.83892 
1.14807 0.266968 | -0.00272897 4.78166 
1.39734 0.0699463 | -0.00328714 7.46554 
1.53406 0.296265 | -0.00989783 8.27291 
1.96838 0.713745 | -0.0195991 8.71948 
1.55554 0.799194 | -0.0167403 7.0314 
1.33875 0.608521 | -0.0115839 6.03774 
1.14001 0.794556 | -0.00962046 3.28577 
1.10364 0.96106 | -0.00990897 2.11129 
0.99646 0.799438 | -0.00641042 1.40855 
0.920288 0.806519 | -0.0045751 0.27814 
0.901978 0.754272 | -0.00366465 0.20509 
0.904419 0.793579 | -0.00406292 0.0901788 
0.885132 0.835327 | -0.00388135 -0.375894 -179.082 -1.38783 
0.922485 0.828979 | -0.004803 0.21922 
0.928101 0.864136 | -0.00519467 0.154227 
0.898315 0.872681 | -0.00448479 -0.332463 -183.159 -1.44878 
0.888062 0.844604 | -0.00402511 -0.369553 -179.959 -1.40655 
0.848022 0.851196 | -0.00300493 -1.02698 -151.554 -1.42821 
0.862671 0.791626 | -0.00294782 -0.54944 -168.396 -1.30162 
0.809204 0.774048 | -0.00134252 -1.34506 -127.14 -1.35286 
0.789917 0.815796 | -0.00114053 -1.83256 -105.674 -1.34485 
0.760132 0.934937 | -0.00106521 -2.86077 -66.0764 -0.71203 
0.86438 0.892944 | -0.00371836 -0.949159 -159.482 -1.4195 
0.794312 0.967651 | -0.00220054 -2.43591 -94.4856 -0.744926 
0.712769 0.953491 | 0.00022624 
0.71228 0.885864 | 0.000619912 
0.532349 0.942505 | 0.00597365 
0.530151 0.661743 | 0.00828115 
0.721558 0.5802 | 0.00319944 
0.804321 0.613403 | 0.000420147 
0.769165 0.704468 | 0.000428409 
0.769409 0.738647 | 9.43626e-05 
0.801147 0.748413 | -0.000892808 -1.38119 -122.564 -1.30199 
0.835083 0.717407 | -0.00154106 -0.710513 -154.705 -1.06955 
0.852905 0.678101 | -0.00162957 -0.287234 -172.578 -0.77185 
0.876587 0.730835 | -0.00278462 -0.0995838 -184.052 -0.945009 
0.909546 0.717163 | -0.00351597 0.456622 
0.952271 0.74646 | -0.00487473 0.98382 
0.937866 0.664429 | -0.00370182 1.06211 
0.970581 0.560669 | -0.00329785 1.85507 
0.898315 0.496216 | -0.000603051 0.955891 
0.795044 0.46106 | 0.00269934 
0.861694 0.380981 | 0.00211853 
0.826782 0.0684814 | 0.00916061 
0.585815 0.00842285 | 0.0177545 
0.703735 0.465942 | 0.00527648 
0.423462 0.135864 | 0.0203847 
0.171021 0.346069 | 0.0259596 
0.00012207 1.00012 | 0.0262941 
0.352905 1.38684 | 0.0119667 
0.501343 1.18005 | 0.00635834 
0.683716 1.17932 | 0.000495453 
0.660522 1.23596 | 0.00121284 
0.707642 1.22058 | -0.000224428 -5.32309 11.4824 
0.74646 1.08093 | -0.00123044 -3.83328 -38.5985 -0.135069 
0.751343 1.00989 | -0.0011525 -3.37708 -50.3045 -0.338085 
0.826294 1.01453 | -0.00328531 -2.13973 -117.753 -0.686333 
0.915894 1.09729 | -0.00590521 -1.17183 -169.821 -0.759249 
0.964233 1.24036 | -0.00721252 -1.2963 -172.197 -0.319479 
0.816284 1.34875 | -0.00313203 -4.27829 -75.8292 -0.00448726 
0.990601 1.4137 | -0.00741687 -2.07195 -158.37 -0.0399685 
0.874878 1.41809 | -0.00446488 -3.81842 -114.193 -0.00369138 
0.751343 1.45007 | -0.000888556 -6.08418 -6.28595 -0.000136077 
0.707397 1.48669 | 0.00060056 
0.663696 1.37146 | 0.00139628 
0.518921 1.4679 | 0.00647795 
0.637085 1.61511 | 0.00365022 
0.718384 1.50891 | 0.000406127 
0.778442 1.53625 | -0.00116107 -6.26272 -23.0649 -9.67074e-05 
0.888306 1.54529 | -0.00410234 -4.55218 -110.039 -0.000239645 
0.927124 1.72864 | -0.00350329 -5.46396 -111.694 -6.09315e-06 
0.871948 1.69861 | -0.00237668 -6.04999 -84.1696 -2.47242e-05 
0.751343 1.63513 | 0.000379475 
0.829956 1.83411 | 0.000291114 
0.859009 1.77307 | -0.00123332 -6.90016 -67.604 -4.56668e-05 
0.998413 1.78796 | -0.00460487 -4.95854 -121.196 -4.93975e-06 
0.946899 1.88806 | -0.0020631 -6.61347 -102.93 -1.25027e-06 
0.956909 1.995 | -0.00072708 -7.50584 -95.0421 -5.86133e-07 
0.841675 1.96521 | 0.00180594 
0.765259 1.98718 | 0.00428139 
0.644409 1.79651 | 0.00525686 
0.394165 1.69031 | 0.0125144 
0.00012207 2.00012 | 0.0322966 
0.500122 2.50012 | 0.023299 
0.837524 2.86633 | 0.0238301 
0.999878 2.49988 | 0.00879976 
0.754272 2.49744 | 0.0152347 
0.749878 2.24988 | 0.00955098 
0.750122 2.00012 | 0.00492341 
0.875122 2.12512 | 0.00361152 
0.999878 2.12488 | 0.000456922 
0.937378 2.06238 | 0.000879102 
1.00012 2.00012 | -0.00170098 -6.94397 -99.9877 -2.40784e-09 
1.12512 2.12512 | -0.00238787 -6.60572 -43.4601 -3.65314e-05 
1.18762 2.18762 | -0.00249694 -6.54727 11.4804 
1.24988 2.12488 | -0.00491869 -5.19529 62.3866 
1.25012 2.00012 | -0.00707537 -3.9062 50.1412 
1.37805 2.10974 | -0.00746772 -3.81377 169.061 
1.25012 2.25012 | -0.00244976 -6.5626 75.1412 
1.37512 2.37512 | -0.00188665 -6.81463 193.667 
1.37488 2.49988 | 0.00120509 
1.24988 2.49988 | 0.00342415 
1.00012 2.50012 | 0.00880024 
1.25012 2.75012 | 0.0105515 
1.49988 2.74988 | 0.00642293 
1.37488 2.62488 | 0.00461104 
1.37512 2.50012 | 0.00120741 
1.50012 2.50012 | -0.000698535 -7.36179 250.012 
1.62512 2.50012 | -0.00229198 -6.60245 205.994 
1.62512 2.62512 | 0.00111458 
1.50012 2.75012 | 0.00642708 
1.75012 2.75012 | 0.00355269 
1.88684 2.88416 | 0.00684448 
1.99988 2.74988 | 0.0019217 
1.87488 2.74988 | 0.00257826 
1.81238 2.68738 | 0.00112544 
1.81262 2.62512 | -0.000689654 -7.47199 55.005 
1.87488 2.62488 | -0.00114019 -7.33368 6.50561 
1.81238 2.56238 | -0.00243676 -6.65891 48.9432 
1.87512 2.50012 | -0.00454137 -5.73482 -6.13267 -0.00851235 
1.99988 2.49988 | -0.00520269 -5.62347 -50.0122 -0.0158055 
1.87488 2.37488 | -0.00763957 -4.20883 -18.4944 -0.0288558 
1.81238 2.31238 | -0.00862364 -3.61219 23.9432 
1.75012 2.37512 | -0.00666698 -4.53662 87.3972 
1.74988 2.49988 | -0.00357707 -6.05793 100.103 
1.61902 2.37146 | -0.00540142 -5.06752 197.12 
1.74988 2.24988 | -0.00945146 -3.08933 75.1028 
1.6217 2.11121 | -0.0108528 -2.13678 169.358 
1.75012 2.00012 | -0.0140741 -0.434825 49.8972 
1.75012 2.12512 | -0.0119176 -1.72396 62.3972 
1.81262 2.18762 | -0.0112454 -2.20805 11.255 
1.87512 2.12512 | -0.012886 -1.39865 -43.6327 -0.204433 
1.99988 2.12488 | -0.0135455 -1.28777 -87.5122 -0.357799 
1.93738 2.06238 | -0.0143733 -0.66074 -82.2981 -0.382478 
1.93762 2.00012 | -0.0154096 -0.0282416 -88.6117 -0.456295 
1.99988 1.99988 | -0.0157015 0.00122056 
1.79846 1.95959 | -0.0151178 0.117905 
1.91223 1.78601 | -0.0182378 1.97192 
1.76331 1.58362 | -0.0191214 3.34133 
1.61462 1.50916 | -0.0181176 3.27477 
1.74573 1.849 | -0.0162244 1.00402 
1.59705 1.87756 | -0.0142735 0.0593051 
1.4574 1.96887 | -0.0110738 -1.73571 191.547 
1.47546 1.87 | -0.0127615 -0.652886 185.222 
1.30969 1.83801 | -0.0105029 -1.75493 88.7617 
1.21008 1.92639 | -0.0074242 -3.61058 5.426 
1.18005 1.97351 | -0.00611391 -4.40569 -16.4557 -0.000181656 
1.01721 1.99597 | -0.00217441 -6.6672 -99.5243 -2.05449e-08 
1.07556 1.83069 | -0.0058787 -4.31318 -100.332 -1.87912e-05 
1.20959 1.7699 | -0.00944314 -2.16982 -10.669 -0.00261538 
1.00745 1.67395 | -0.00603187 -3.84668 -132.44 -0.00018591 
1.14172 1.58606 | -0.00981009 -1.40451 -85.7372 -0.0265082 
1.21375 1.54382 | -0.0115909 -0.251508 -29.4778 -0.15167 
1.33069 1.56067 | -0.0136422 0.799823 
1.31311 1.59631 | -0.0130636 0.352949 
1.25183 1.64417 | -0.0115369 -0.645396 16.156 
1.32556 1.74231 | -0.0119126 -0.747907 92.8111 
1.43445 1.67908 | -0.0143442 0.730578 
1.48987 1.69153 | -0.0150411 1.03965 
1.4801 1.54041 | -0.0161587 2.19084 
1.36536 1.32629 | -0.0153742 2.80533 
1.21008 1.42639 | -0.0121881 0.5804 
1.10144 1.49768 | -0.00954553 -1.21463 -120.771 -0.0611882 
1.02893 1.42322 | -0.0082877 -1.61231 -155.203 -0.064293 
1.00623 1.25647 | -0.00821714 -0.805038 -174.237 -0.422017 
1.11829 1.26721 | -0.0107538 0.586689 
1.13977 1.28699 | -0.0111835 0.720307 
1.22693 1.29382 | -0.0129433 1.66478 
1.1825 1.23328 | -0.0121358 1.5565 
1.13977 1.04724 | -0.0110258 2.11936 
1.349 1.24573 | -0.0152371 3.17734 
1.63635 1.14026 | -0.0192873 5.8312 
1.66809 1.48328 | -0.0188683 3.7347 
2.00012 1.00012 | -0.021701 7.49939 
2.31384 1.32629 | -0.0222109 4.91835 
2.53357 1.08679 | -0.0212592 5.07015 
2.92419 1.04993 | -0.0170302 1.31264 
2.91125 1.2135 | -0.0174393 0.551973 
2.81873 1.35168 | -0.0184417 0.77743 
2.89734 1.2594 | -0.0176019 0.442998 
2.94397 1.29187 | -0.0168807 -0.360369 -161.602 -0.0194625 
2.97693 1.41052 | -0.0160206 -1.60164 -157.37 -0.074963 
2.86243 1.41003 | -0.0176708 -0.135629 -106.338 -0.0719807 
2.75525 1.4425 | -0.0188289 0.83683 
2.70789 1.46936 | -0.019195 1.12257 
2.58069 1.36096 | -0.0207917 3.0278 
2.50012 1.50012 | -0.0206985 2.63713 
2.66614 1.65466 | -0.01826 0.0737014 
2.69104 1.74133 | -0.0171584 -0.896826 78.4638 
2.73523 1.60437 | -0.0180001 -0.188914 24.3652 
2.6676 1.6012 | -0.0187039 0.495335 
2.67395 1.53235 | -0.0191492 0.975541 
2.75012 1.50012 | -0.0185729 0.466563 
2.81262 1.56262 | -0.017432 -0.690265 -51.2193 -0.230161 
2.87512 1.50012 | -0.0170414 -0.944239 -106.113 -0.154936 
2.87512 1.62512 | -0.0161348 -1.92088 -93.613 -0.345587 
2.87488 1.74988 | -0.0149217 -2.97054 -80.9747 -0.607581 
2.81238 1.68738 | -0.0163746 -1.70115 -38.5311 -0.453349 
2.75012 1.68762 | -0.0170959 -1.02769 18.675 
2.75012 1.75012 | -0.0164473 -1.56484 24.925 
2.75574 1.79651 | -0.0158533 -2.03485 24.2727 
2.79138 1.83435 | -0.0149787 -2.76131 -5.10046 -0.745811 
2.84314 1.7616 | -0.0152098 -2.69475 -56.6716 -0.622639 
2.91882 1.83264 | -0.0133306 -4.25919 -97.6281 -0.797504 
2.9967 1.87854 | -0.0115485 -5.72103 -112.113 -0.892506 
2.92493 1.97131 | -0.0112956 -5.65609 -86.4734 -0.982498 
2.86365 1.9342 | -0.0127052 -4.53263 -54.7932 -0.932119 
2.81555 1.93201 | -0.0133526 -3.95055 -16.8212 -0.902766 
2.78992 1.89075 | -0.0142487 -3.27043 1.87501 
2.77625 1.93396 | -0.0137924 -3.53492 18.8006 
2.63831 1.84192 | -0.0164583 -1.31107 131.049 
2.49988 1.99988 | -0.0152027 -1.73404 199.988 
2.37488 1.99988 | -0.0157961 -0.974706 155.96 
2.37488 1.87488 | -0.0176396 0.236155 
2.37048 1.75232 | -0.0191588 1.37026 
2.49988 1.74988 | -0.0185771 0.609555 
2.401 1.59802 | -0.0205118 2.49913 
2.24988 1.74988 | -0.0194515 1.91121 
2.13147 1.61829 | -0.0207034 3.33285 
2.00012 1.75012 | -0.0190741 2.34268 
2.12512 1.87512 | -0.017886 1.10107 
2.18762 1.93762 | -0.0170576 0.369593 
2.18738 1.99988 | -0.0161004 -0.242602 -7.53222 -0.378253 
2.12488 1.99988 | -0.0160455 -0.107074 -56.1669 -0.392924 
2.00012 2.00012 | -0.0156985 -0.00122084 -99.9878 -0.458285 
2.02576 2.20642 | -0.0120676 -2.17534 -77.3991 -0.26417 
2.08435 2.13782 | -0.0135712 -1.47507 -65.6448 -0.40062 
2.12512 2.18762 | -0.01269 -2.07294 -37.2298 -0.368165 
